City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,flekkefjord,58.2971,6.6607,7.75,87,85,3.72,NO,1712992302
271,ceeldheer,3.8488,47.1806,31.94,59,14,5.24,SO,1712992302
272,klyuchi,52.2667,79.1667,9.15,48,93,8.22,RU,1712992303
273,anadyr,64.75,177.4833,-4.72,74,75,3.0,RU,1712992303
274,aasiaat,68.7098,-52.8699,-8.19,91,100,2.08,GL,1712992303
275,cabo san lucas,22.8909,-109.9124,20.42,82,100,1.79,MX,1712992303
276,sabzevar,36.2126,57.6819,13.43,50,61,1.22,IR,1712992204
277,mount pearl,47.5166,-52.7813,8.19,94,100,10.29,CA,1712992305
278,codrington,-38.2667,141.9667,16.37,71,95,3.83,AU,1712992305
279,ayr,55.4627,-4.6339,10.28,87,75,2.06,GB,1712992209
280,kamba,11.8486,3.6576,32.02,35,100,4.24,NG,1712992306
281,hilo,19.7297,-155.09,21.81,94,0,2.57,US,1712992307
282,la manga del mar menor,37.6413,-0.7165,16.34,59,0,0.89,ES,1712992308
283,fort st. john,56.2499,-120.8529,2.88,57,7,5.43,CA,1712992308
284,jhang sadr,31.2715,72.3284,26.32,43,98,6.51,PK,1712992308
285,nafplio,37.5683,22.8053,22.97,46,0,5.18,GR,1712992309
286,bengkulu,-3.8004,102.2655,30.2,71,25,3.96,ID,1712992097
287,nelson,-41.2833,173.2833,15.16,91,51,1.34,NZ,1712992309
288,bay city,43.5945,-83.8889,6.17,64,0,7.2,US,1712992310
289,marabba,12.35,32.1833,32.52,7,12,6.54,SD,1712992310
290,karratha,-20.7377,116.8463,29.88,46,0,4.15,AU,1712992310
291,kailua-kona,19.6406,-155.9956,27.0,95,75,6.17,US,1712992311
292,la plata,-34.9215,-57.9545,16.64,91,100,6.63,AR,1712992177
293,ambon,-3.6954,128.1814,30.08,74,40,1.54,ID,1712992312
294,nabire,-3.3667,135.4833,28.4,75,63,0.4,ID,1712992312
295,gwadar,25.1216,62.3254,27.07,80,88,4.15,PK,1712992312
296,ketchikan,55.3422,-131.6461,5.26,81,100,5.14,US,1712992313
297,keflavik,64.0049,-22.5624,-2.76,63,75,7.2,IS,1712992273
298,mbanza-ngungu,-5.25,14.8667,21.25,97,100,0.61,CD,1712992313
299,salaqi,40.5414,110.5108,24.06,30,100,6.32,CN,1712992314
300,banda aceh,5.5577,95.3222,32.3,61,100,5.92,ID,1712991714
301,vorgashor,67.5833,63.95,-11.22,96,100,7.23,RU,1712992314
302,cromer,52.9312,1.2989,11.71,81,100,5.81,GB,1712992314
303,moussoro,13.6408,16.4901,32.6,8,0,8.36,TD,1712992315
